Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster,Perfil
Male,Single,44,High school,219319,Skilled employee/Official,Small city,2,Adultos - Alta Renda
Male,Non-single,33,High school,144701,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,24,High school,102425,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,33,High school,79867,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,107114,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Non-single,22,High school,62263,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,92567,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,25,Other/Unknown,146349,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,26,High school,141825,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,25,High school,68582,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,29,Other/Unknown,85476,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,31,Other/Unknown,111091,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,38,High school,67110,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,48,University,126154,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,32,Other/Unknown,92257,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,93605,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,28,High school,165190,Management/Highly qualified,Small city,0,Adultos - Alta Renda
Male,Non-single,32,High school,107195,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,34,High school,145059,Management/Highly qualified,Small city,0,Adultos - Alta Renda
Male,Single,28,Other/Unknown,148363,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,36,High school,105681,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,39,High school,93732,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,49,High school,154778,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,34,High school,149356,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,31,Other/Unknown,145670,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,28,Other/Unknown,101589,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,75,University,213333,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,30,High school,122420,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,24,High school,209856,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Female,Non-single,24,High school,181003,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Male,Single,23,Other/Unknown,117804,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,44,University,160650,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,23,High school,84611,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,98479,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,28,Other/Unknown,122359,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,31,High school,81394,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,150372,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,26,High school,92385,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,25,High school,149851,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,33,High school,167939,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,37,High school,115426,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,43,University,85402,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,23,Other/Unknown,95815,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,97518,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,34,High school,87355,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,32,Other/Unknown,145933,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,23,High school,97307,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,108434,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,38,High school,151312,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,28,Other/Unknown,141847,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,46,High school,130675,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,23,Other/Unknown,69309,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,49,High school,121466,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,26,Other/Unknown,153586,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,28,High school,92849,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,108539,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,61,University,129556,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,37,High school,170146,Management/Highly qualified,Small city,0,Adultos - Alta Renda
Female,Non-single,36,High school,135383,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,21,High school,96769,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,25,Other/Unknown,43684,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,36,High school,103521,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,27,Other/Unknown,118499,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,119684,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,42,High school,126586,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,40,University,136812,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,36,High school,118277,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,33,High school,144597,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,23,High school,106043,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,63,University,272314,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,60,University,309364,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,37,High school,170386,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,34,High school,112458,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,36,High school,96840,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,57,University,281923,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Female,Non-single,52,University,95551,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,39,High school,112347,Skilled employee/Official,Big city,1,Adultos - Renda Média
Female,Non-single,38,High school,260977,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,25,High school,99354,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,26,Other/Unknown,111509,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,26,Other/Unknown,105252,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,108522,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,21,High school,94655,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,40,High school,201699,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Male,Single,27,Other/Unknown,139868,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,27,High school,102543,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,30,High school,134467,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Female,Non-single,19,High school,111187,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,39,High school,152302,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,31,High school,110610,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,31,Other/Unknown,137827,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,32,Other/Unknown,220923,Skilled employee/Official,Big city,2,Adultos - Alta Renda
Female,Non-single,55,University,165717,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Non-single,46,University,122299,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Non-single,46,University,120499,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,43,University,126449,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,39,High school,108315,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Non-single,28,High school,112515,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,27,Other/Unknown,164559,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,27,Other/Unknown,59238,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,43,High school,131133,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Non-single,22,High school,109188,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,43,High school,115393,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Non-single,27,High school,94711,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Non-single,26,High school,171860,Management/Highly qualified,Small city,0,Adultos - Alta Renda
Male,Non-single,28,High school,139414,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,20,High school,110931,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,35,High school,187549,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,42,High school,145508,Management/Highly qualified,Small city,0,Adultos - Alta Renda
Male,Single,40,High school,104240,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,35,High school,108272,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,35,High school,144004,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,33,High school,81083,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,166763,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,31,High school,175530,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,33,High school,112422,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,20,High school,154134,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,30,Other/Unknown,112401,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,47,High school,85690,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,34,High school,145896,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Female,Non-single,25,High school,122552,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Non-single,21,High school,115494,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,29,Other/Unknown,109467,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,46,High school,148226,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,20,Other/Unknown,88559,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,55,University,62393,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,74,University,122133,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Male,Single,29,Other/Unknown,230883,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,36,High school,136689,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Non-single,33,High school,109145,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,25,Other/Unknown,100449,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Non-single,25,High school,106253,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Non-single,23,High school,84747,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,37,High school,149465,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,65,University,84435,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Non-single,26,High school,51681,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,39,High school,139198,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,30,High school,106577,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,29,Other/Unknown,117372,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,41,High school,69609,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,30,High school,178947,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Female,Non-single,41,University,81743,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,34,High school,111900,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,35,High school,121650,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,55,University,172639,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Non-single,61,University,175740,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,30,Other/Unknown,220050,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,29,High school,95200,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,34,High school,113609,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,35,High school,143552,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,31,Other/Unknown,130973,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,29,High school,145946,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,36,High school,126206,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,35,High school,120426,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,27,High school,91925,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,32,Other/Unknown,129630,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,37,High school,124268,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,36,High school,105240,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,34,High school,162180,Management/Highly qualified,Small city,0,Adultos - Alta Renda
Male,Single,38,High school,106552,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,34,High school,105843,Skilled employee/Official,Big city,1,Adultos - Renda Média
